"","idorig","commname","sciname","country","g","phi","k","msy","marginalcost","speciescat","speciescatname","regionfao","policy","beta","fvfmsy","bvbmsy","catch","price","idoriglumped","lumpedcatch2012","fmeyvfmsy","bmeyvbmsy","fcsvfmsy","bcsvbmsy"
"4106","5851-FAO-51-35","Whitefin wolf-herring","Chirocentrus nudus","Iran",0.0571264077765226,0.188,223544.68701101,5107.88931033917,31694966.9176345,35,"Herrings, sardines, anchovies","51","Historic",1.3,0.623026034797705,1.54131476640265,6540,349.06221404,"5851-FAO-51-35",6540,0.683400176689962,1.36029265516666,0.683400176689962,1.36029265516666
"4107","5859-FAO-51-45","Green tiger prawn","Penaeus semisulcatus","Iraq",0.0330463781805949,0.188,1141.68005234647,15.0906689169738,1694033.51331412,45,"Shrimps, prawns","51","Historic",1.3,50.9877687344975,1.27885292209999,984,3996.1061624,"5859-FAO-51-45",984,1e-04,7.97597734408001e-06,1e-04,7.97597734408001e-06
"4108","5861-FAO-51-24","Hilsa shad","Tenualosa ilisha","Iraq",0.133815488448424,0.188,59828.4695675114,3202.24448664472,14760490.6896183,24,"Shads","51","Historic",1.3,0.330977184582875,1.80965613249153,1918,784.09851376,"5861-FAO-51-24",1918,0.676755293563711,1.36862082064374,0.676755293563711,1.36862082064374
"4109","5868-FAO-51-33","Tigertooth croaker","Otolithes ruber","Iraq",0.139199965981965,0.188,4166.22018002805,231.964516772954,1947168.743991,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.245491534254864,1.72094899452427,98,1503.069022,"5868-FAO-51-33",98,0.675967859281105,1.36963708564109,0.675967859281105,1.36963708564109
"4110","5900-FAO-27-34","Blackbelly rosefish","Helicolenus dactylopterus","Ireland",0.0413890027585319,0.188,418.290598155721,6.92473686133749,256189.400673967,34,"Miscellaneous demersal fishes","27","Historic",1.3,0.872837661956382,1.32358926073834,8,1368.9083018,"5900-FAO-27-34",8,0.685822852067229,1.35634194710041,0.685822852067229,1.35634194710041
"4111","5909-FAO-27-34","Boarfish","Capros aper","Ireland",0.0649324683599622,0.188,3225441.4613659,83770.5344431934,1725834449.94001,34,"Miscellaneous demersal fishes","27","Historic",1.3,0.394731732972985,1.69199471102466,55949,1368.9083018,"5909-FAO-27-34",55949,0.681806614090827,1.36222780730992,0.681806614090827,1.36222780730992
"4112","5910-FAO-27-31","Brill","Scophthalmus rhombus","Ireland",0.104828084499494,0.188,2441.50479041892,102.37064512955,3946282.87723646,31,"Flounders, halibuts, soles","27","Historic",1.3,1.38990445649384,0.583334556720619,83,6955.0842952,"5910-FAO-27-31",83,0.756161444053796,1.26923491702089,0.756161444053796,1.26923491702089
"4113","5919-FAO-27-56","Common edible cockle","Cerastoderma edule","Ireland",0.0605118363258347,0.188,12517.1143401053,302.95962964628,4849426.62286965,56,"Clams, cockles, arkshells","27","Historic",1.3,0.522816891057419,1.8687763943127,296,970.42971572,"5919-FAO-27-56",296,0.682833322083828,1.36106450141441,0.682833322083828,1.36106450141441
"4114","5921-FAO-27-52","Common periwinkle","Littorina littorea","Ireland",0.037778963186608,0.188,98185.7822379208,1483.6752385091,61105910.0461225,52,"Abalones, winkles, conchs","27","Historic",1.3,0.0754795445240274,0.741156587302873,83,1353.4288706,"5921-FAO-27-52",83,0.667267860752756,1.34726022357038,0.667267860752756,1.34726022357038
"4115","5922-FAO-27-45","Common shrimp","Crangon crangon","Ireland",0.0426822869861164,0.188,325.200791933374,5.55187251974454,325007.41971906,45,"Shrimps, prawns","27","Historic",1.3,3.74353722879023,0.336803346567552,7,2906.2853838,"5922-FAO-27-45",7,0.687497404645896,1.26541778324161,0.687497404645896,1.26541778324161
"4116","5930-FAO-27-42","Edible crab","Cancer pagurus","Ireland",0.0407073102801004,0.188,305776.891299093,4978.71513197361,255231036.526957,42,"Crabs, sea-spiders","27","Historic",1.3,1.09919182692722,1.14553272771902,6269,1856.3350268,"5930-FAO-27-42",6269,0.684535495515602,1.354093562808,0.684535495515602,1.354093562808
"4117","5932-FAO-27-34","European conger","Conger conger","Ireland",0.0133083467498004,0.188,9108.53585908087,48.4856128816718,19958313.8010214,34,"Miscellaneous demersal fishes","27","Historic",1.3,1.4033012115272,0.720165463233996,49,3484.4827638,"5932-FAO-27-34",49,0.395511266353406,1.09614941988598,0.395511266353406,1.09614941988598
"4118","5938-FAO-27-43","European lobster","Homarus gammarus","Ireland",0.0399371677827732,0.188,19247.2875073078,307.458855232095,49205441.7963558,43,"Lobsters, spiny-rock lobsters","27","Historic",1.3,1.45070175413543,0.560499031700433,250,8798.3098948,"5938-FAO-27-43",250,0.761774943894867,1.23690289097541,0.761774943894867,1.23690289097541
"4119","5951-FAO-27-55","Great Atlantic scallop","Pecten maximus","Ireland",0.0423394683605237,0.188,40365.8129256795,683.595685381488,15176871.4344657,55,"Scallops, pectens","27","Historic",1.3,4.08564798219228,0.962787723636247,2689,1719.5472002,"5951-FAO-27-55",2689,0.81078430141293,1.19991480916172,0.81078430141293,1.19991480916172
"4120","5955-FAO-27-42","Green crab","Carcinus maenas","Ireland",0.040682198341102,0.188,4269.14418445757,69.4681038585219,6550140.676162,42,"Crabs, sea-spiders","27","Historic",1.3,2.50738416818942,1.45249349775172,253,3411.5908616,"5955-FAO-27-42",253,0.686822251595108,1.35544411915102,0.686822251595108,1.35544411915102
"4121","5974-FAO-27-31","Lemon sole","Microstomus kitt","Ireland",0.040052603042323,0.188,17201.3505621785,275.570993874919,15353387.5614698,31,"Flounders, halibuts, soles","27","Historic",1.3,2.00694698222754,0.795578932365847,440,2877.791732,"5974-FAO-27-31",440,0.756849895204865,1.25631800671035,0.756849895204865,1.25631800671035
"4122","597-FAO-57-56","Pipi wedge clam","Paphies australis","Australia",0.0558715998890803,0.188,44704.3152517823,999.035139213896,17739051.2109117,56,"Clams, cockles, arkshells","57","Historic",1.3,0.217617539343276,1.72027129604389,374,970.42971572,"597-FAO-57-56",374,0.682904235830015,1.36117459972467,0.682904235830015,1.36117459972467
"4123","5989-FAO-27-57","Northern shortfin squid","Illex illecebrosus","Ireland",0.0403242710144974,0.188,1099.62027365904,17.7357464944683,567820.353441864,57,"Squids, cuttlefishes, octopuses","27","Historic",1.3,0.70095829408013,1.36743682079335,17,1145.15424896,"5989-FAO-27-57",17,0.68596548267797,1.35693367815305,0.68596548267797,1.35693367815305
"4124","598-FAO-81-56","Pipi wedge clam","Paphies australis","Australia",0.0390534534489748,0.188,18902.4209281081,295.26847661159,8351372.7761905,56,"Clams, cockles, arkshells","81","Historic",1.3,0.0495977322042095,1.36568674071523,20,970.42971572,"598-FAO-81-56",20,0.68639239135503,1.35704843861757,0.68639239135503,1.35704843861757
"4125","5991-FAO-27-43","Norway lobster","Nephrops norvegicus","Ireland",0.0411835454928627,0.188,261308.040531661,4304.4405594097,464301090.720827,43,"Lobsters, spiny-rock lobsters","27","Historic",1.3,2.29599732958407,1.05120072730243,10389,6171.7243992,"5991-FAO-27-43",10389,0.775316511618106,1.24326799739968,0.775316511618106,1.24326799739968
"4126","6034-FAO-27-42","Spinous spider crab","Maja squinado","Ireland",0.0684576765966556,0.188,30610.0498511217,838.158978546586,40176168.6754304,42,"Crabs, sea-spiders","27","Historic",1.3,0.47389834453512,2.0619223613745,819,3411.5908616,"6034-FAO-27-42",819,0.681546107571517,1.36254118814758,0.681546107571517,1.36254118814758
"4127","6038-FAO-27-33","Surmullet","Mullus surmuletus","Ireland",0.109145484381904,0.188,99.8181844319664,4.3576831401947,26909.7439754389,33,"Miscellaneous coastal fishes","27","Historic",1.3,1.87703258882652,0.611283316921715,5,805.98590178,"6038-FAO-27-33",5,0.678838509745451,1.36593365463637,0.678838509745451,1.36593365463637
"4128","6046-FAO-27-31","Turbot","Psetta maxima","Ireland",0.0396520599778899,0.188,9160.70175260243,145.28966007886,19820880.583241,31,"Flounders, halibuts, soles","27","Historic",1.3,1.69926277849626,0.82629460125991,204,6955.0842952,"6046-FAO-27-31",204,0.756485295116433,1.25788773536644,0.756485295116433,1.25788773536644
"4129","6051-FAO-27-42","Velvet swimcrab","Necora puber","Ireland",0.0407401754792727,0.188,5177.86055492193,84.3749357033247,7940989.2870255,42,"Crabs, sea-spiders","27","Historic",1.3,1.73510992747351,1.154373251848,169,3411.5908616,"6051-FAO-27-42",169,0.684188728184403,1.35395514006836,0.684188728184403,1.35395514006836
"4130","6052-FAO-27-52","Whelk","Buccinum undatum","Ireland",0.0391514724155339,0.188,197131.090863918,3087.04836907741,121378095.167533,52,"Abalones, winkles, conchs","27","Historic",1.3,0.941918707192028,1.18373369332377,3442,1353.4288706,"6052-FAO-27-52",3442,0.683602201482477,1.35553785709407,0.683602201482477,1.35553785709407
"4131","6071-FAO-27-42","Edible crab","Cancer pagurus","Isle of Man",0.0707309917890797,0.188,24235.4698642333,685.648296186684,17139536.1773749,42,"Crabs, sea-spiders","27","Historic",1.3,0.359169508487589,2.01003832193361,495,1856.3350268,"6071-FAO-27-42",495,0.68062592599774,1.36369582920888,0.68062592599774,1.36369582920888
"4132","6074-FAO-27-43","European lobster","Homarus gammarus","Isle of Man",0.0412123217172856,0.188,873.730768821431,14.4027333601132,2212719.10756262,43,"Lobsters, spiny-rock lobsters","27","Historic",1.3,3.81671025208107,1.07329201803779,59,8798.3098948,"6074-FAO-27-43",59,0.774798980945592,1.24307520246744,0.774798980945592,1.24307520246744
"4133","6079-FAO-27-55","Great Atlantic scallop","Pecten maximus","Isle of Man",0.0395651021082679,0.188,51664.697797252,817.610374721331,19824049.7215803,55,"Scallops, pectens","27","Historic",1.3,3.42418072523475,0.557213367345695,1560,1719.5472002,"6079-FAO-27-55",1560,0.799835476994761,1.19055826407607,0.799835476994761,1.19055826407607
"4134","6085-FAO-27-43","Norway lobster","Nephrops norvegicus","Isle of Man",0.0372316477487547,0.188,1732.30211143937,25.7974097113593,3172590.41556922,43,"Lobsters, spiny-rock lobsters","27","Historic",1.3,0.756630161205687,0.358623124064219,7,6171.7243992,"6085-FAO-27-43",7,0.71909367745815,1.21596163223595,0.71909367745815,1.21596163223595
"4135","6088-FAO-27-55","Queen scallop","Aequipecten opercularis","Isle of Man",0.0358228527882502,0.188,118280.147634428,1694.77572826741,46758005.7017923,55,"Scallops, pectens","27","Historic",1.3,3.87853057540831,0.559541457585085,3678,1719.5472002,"6088-FAO-27-55",3678,0.787836437379665,1.18449703616357,0.787836437379665,1.18449703616357
"4136","6112-FAO-37-33","Bogue","Boops boops","Israel",0.0381512150806654,0.188,4814.66765793234,73.4708218920019,6285598.72991118,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.943856051791945,0.706602902577823,49,2847.4667678,"6112-FAO-37-33",49,0.66612380610036,1.34261318134189,0.66612380610036,1.34261318134189
"4137","6114-FAO-37-33","Brushtooth lizardfish","Saurida undosquamis","Israel",0.0353844378201243,0.188,7529.23723723687,106.562276748746,6473973.74003198,33,"Miscellaneous coastal fishes","37","Historic",1.3,2.63571661452509,0.502015247090438,141,1833.5360616,"6114-FAO-37-33",141,0.612194249944263,1.30815705537917,0.612194249944263,1.30815705537917
"4138","6124-FAO-37-33","Common pandora","Pagellus erythrinus","Israel",0.0415798911629064,0.188,2823.32946327697,46.9553538679127,3591942.75016772,33,"Miscellaneous coastal fishes","37","Historic",1.3,1.39867945613306,0.609055230870248,40,2847.4667678,"6124-FAO-37-33",40,0.665989415324743,1.34450765600592,0.665989415324743,1.34450765600592
"4139","613-FAO-57-33","Ruff","Arripis georgianus","Australia",0.0370128797787235,0.188,56746.4167654767,840.101053402933,48138906.6727365,33,"Miscellaneous coastal fishes","57","Historic",1.3,0.41821364912,0.623324766352167,219,1833.5360616,"613-FAO-57-33",219,0.655263358272368,1.33589202901151,0.655263358272368,1.33589202901151
"4140","6141-FAO-37-45","Kuruma prawn","Penaeus japonicus","Israel",0.0412350478910599,0.188,4813.51793936455,79.3906407975325,6683398.99540384,45,"Shrimps, prawns","37","Historic",1.3,2.21541168056294,1.29631664795006,228,3996.1061624,"6141-FAO-37-45",228,0.738959393786487,1.28923703744914,0.738959393786487,1.28923703744914
"4141","6150-FAO-37-33","Meagre","Argyrosomus regius","Israel",0.0132026682986794,0.188,3711.65952716915,19.6006310062727,3516598.02431324,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.962769634655553,0.423933317533813,8,1503.069022,"6150-FAO-37-33",8,0.165632345967208,0.841714027077632,0.165632345967208,0.841714027077632
"4142","6167-FAO-37-35","Round sardinella","Sardinella aurita","Israel",0.0295850202590684,0.188,46535.2614900891,550.67357797737,6752681.36653965,35,"Herrings, sardines, anchovies","37","Historic",1.3,0.325891182041001,0.380308303078241,91,293.25233182,"6167-FAO-37-35",91,0.493972050847437,1.21940042016875,0.493972050847437,1.21940042016875
"4143","6202-FAO-37-33","Black seabream","Spondyliosoma cantharus","Italy",0.0430558314655176,0.188,972.352797855897,16.745420509149,1224185.19880417,33,"Miscellaneous coastal fishes","37","Historic",1.3,4.75603661321292,0.878935068713301,70,2847.4667678,"6202-FAO-37-33",70,0.676016709077073,1.35088038227392,0.676016709077073,1.35088038227392
"4144","6205-FAO-37-33","Bogue","Boops boops","Italy",0.0353600016088676,0.188,348765.286626554,4932.71174971686,465813873.939123,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.666046402758406,0.650450568392286,2137,2847.4667678,"6205-FAO-37-33",2137,0.651174323003714,1.33192431011684,0.651174323003714,1.33192431011684
"4145","6206-FAO-37-57","Broadtail shortfin squid","Illex coindetii","Italy",0.0541778300565021,0.188,274335.049968494,5944.88029247026,129650140.263766,57,"Squids, cuttlefishes, octopuses","37","Historic",1.3,0.252739817489961,1.72644676025227,2594,1145.15424896,"6206-FAO-37-57",2594,0.684064760352539,1.35981734381986,0.684064760352539,1.35981734381986
"4146","6210-FAO-37-45","Caramote prawn","Penaeus kerathurus","Italy",0.0423707817575912,0.188,8821.6089399869,149.504576811493,12149057.9585178,45,"Shrimps, prawns","37","Historic",1.3,4.16355026464533,0.926952570449642,577,3996.1061624,"6210-FAO-37-45",577,0.732135717486366,1.28809483137784,0.732135717486366,1.28809483137784
"4147","6222-FAO-37-33","Common dentex","Dentex dentex","Italy",0.0129315416008424,0.188,90855.1041260354,469.937217463809,164091879.834663,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.65893710868431,0.50700920635472,157,2847.4667678,"6222-FAO-37-33",157,0.226490535040811,0.921708723309557,0.226490535040811,0.921708723309557
"4148","6224-FAO-34-57","Common octopus","Octopus vulgaris","Italy",0.0407042827576235,0.188,53637.631798216,873.272754226683,80224321.7979442,57,"Squids, cuttlefishes, octopuses","34","Historic",1.3,0.294340359262953,1.10877936231823,285,3326.2455426,"6224-FAO-34-57",285,0.684557232245809,1.35410248236142,0.684557232245809,1.35410248236142
"4149","6225-FAO-37-57","Common octopus","Octopus vulgaris","Italy",0.0603467975412837,0.188,435945.249237836,10522.6805618245,579380897.833267,57,"Squids, cuttlefishes, octopuses","37","Historic",1.3,0.162629313076607,1.75890053626777,3010,3326.2455426,"6225-FAO-37-57",3010,0.682925644771694,1.36093411593386,0.682925644771694,1.36093411593386
"4150","6226-FAO-37-45","Common shrimp","Crangon crangon","Italy",0.0419471680250871,0.188,2033.16159765263,34.1125946088979,2042570.66409179,45,"Shrimps, prawns","37","Historic",1.3,2.60642939726375,1.29341270278423,115,2906.2853838,"6226-FAO-37-45",115,0.737839862467393,1.29033595769058,0.737839862467393,1.29033595769058
"4151","6228-FAO-37-31","Common sole","Solea solea","Italy",0.0377645058189119,0.188,152282.084646899,2300.23829109996,261393959.578712,31,"Flounders, halibuts, soles","37","Historic",1.3,1.80681864124805,0.500708182829479,2081,5437.5134778,"6228-FAO-37-31",2081,0.73319403621665,1.24206463200671,0.73319403621665,1.24206463200671
"4152","6229-FAO-37-43","Common spiny lobster","Palinurus elephas","Italy",0.0350287799149542,0.188,25521.942567336,357.584715421271,81161189.1807624,43,"Lobsters, spiny-rock lobsters","37","Historic",1.3,1.21239327575797,0.380593597518149,165,10522.1539542,"6229-FAO-37-43",165,0.704492446644701,1.20672356408667,0.704492446644701,1.20672356408667
"4153","6255-FAO-37-33","Dusky grouper","Epinephelus marginatus","Italy",0.0127236290538513,0.188,60421.3380864273,307.497470355711,129288436.184802,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.276223500447304,0.506251454084567,43,3357.2096074,"6255-FAO-37-33",43,0.223366136218699,0.917039688820645,0.223366136218699,0.917039688820645
"4154","6259-FAO-37-31","European flounder","Platichthys flesus","Italy",0.0431370879024721,0.188,519.802291620895,8.96869432736738,381321.630917389,31,"Flounders, halibuts, soles","37","Historic",1.3,14.2554116614669,0.602256837661831,77,2418.4492014,"6259-FAO-37-31",77,0.71276423039332,1.23461651391743,0.71276423039332,1.23461651391743
"4155","6263-FAO-37-43","European lobster","Homarus gammarus","Italy",0.0424996286454844,0.188,189.567258494817,3.22246844985741,475668.694153624,43,"Lobsters, spiny-rock lobsters","37","Historic",1.3,5.20577690813692,0.894163694663232,15,8798.3098948,"6263-FAO-37-43",15,0.772455877701566,1.24173254119498,0.772455877701566,1.24173254119498
"4156","6265-FAO-37-33","European seabass","Dicentrarchus labrax","Italy",0.037825436050959,0.188,68156.0955772358,1031.16664347017,127179697.873373,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.356890071926312,0.499982150696889,184,4059.5143658,"6265-FAO-37-33",184,0.638494135399056,1.32952576339909,0.638494135399056,1.32952576339909
"4157","6280-FAO-37-33","Gilthead seabream","Sparus aurata","Italy",0.03946450312187,0.188,59039.1485670535,931.93781469777,88013852.8226613,33,"Miscellaneous coastal fishes","37","Historic",1.3,0.946816446992733,0.761581779967489,672,3284.7230098,"6280-FAO-37-33",672,0.672633148347307,1.34686336791821,0.672633148347307,1.34686336791821
"4158","6284-FAO-37-55","Great Mediterranean scallop","Pecten jacobaeus","Italy",0.0426158547706312,0.188,590.918460213728,10.0725393008669,221742.208418459,55,"Scallops, pectens","37","Historic",1.3,11.7692599867921,0.51456673577074,61,1719.5472002,"6284-FAO-37-55",61,0.778215018486437,1.18506124312677,0.778215018486437,1.18506124312677
